WKT,id,codigo,nomoficial,alt_izqini,alt_izqfin,alt_derini,alt_derfin,nomanter,nom_mapa,tipo_c,long,sentido,cod_sent,observa,bicisenda,lado_ciclo,recorrid_x,ciclo_obse,tooltip_bi,red_jerarq,red_tp,COMUNA,COM_PAR,COM_IMPAR,BARRIO,BARRIO_PAR,BARRIO_IMP
"MULTILINESTRING ((-58.3791913293552 -34.6088990529925,-58.379169225348 -34.6093648891866,-58.3791644133959 -34.6094911551927))","11504","21004",TACUARI,"52","100","51","99",,TACUARI,CALLE,65.73,CRECIENTE,"1",,Ciclovías,,,Construcción Octubre 2017,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.5031182866894 -34.6095568372691,-58.5032372175362 -34.6094360220699,-58.5036556235446 -34.6089693990134,-58.503787658519 -34.6088259025574))","11515","3258",CHIVILCOY,"2602","2700","2601","2699",,CHIVILCOY,CALLE,101.72,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2013,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"11","11","11",VILLA DEVOTO,VILLA DEVOTO,VILLA DEVOTO
"MULTILINESTRING ((-58.3962897463912 -34.6094830303274,-58.3966478000848 -34.6095071704498,-58.3973831503877 -34.6095644721487,-58.3975927518854 -34.6095807121936))","11520","19046",RIVADAVIA AV.,"2102","2200","2101","2199",PRIMERA JUNTA (parcial),AV. RIVADAVIA,AVENIDA,120.01,CRECIENTE,"1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.3975927518854 -34.6095807121936,-58.397729644111 -34.6083674591924))","11521","22012","URIBURU JOSE E., Pres.","2","100","1","99",ANDES,PRES.JOSE E. URIBURU,CALLE,135.18,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2015,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4671120819547 -34.6098922235897,-58.4673139335883 -34.6096298895149))","11587","12040","LAMAS, ANDRES","1692","1700","1691","1699",,ANDRES LAMAS,CALLE,34.49,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2016,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA GRAL. MITRE,VILLA GRAL. MITRE,VILLA GRAL. MITRE
"MULTILINESTRING ((-58.4342785444308 -34.6096996739104,-58.4347315041718 -34.6087314180175))","11549","16040",OTAMENDI,"602","700","601","699",5 DE FEBRERO,OTAMENDI,CALLE,115.28,DECRECIENTE,"-1",corrección numeración 5-2,Ciclovías,,,Construcción Año 2011,Ciclovía,VÍA LOCAL,,"6","6","6",CABALLITO,CABALLITO,CABALLITO
"MULTILINESTRING ((-58.3975927518854 -34.6095807121936,-58.3991057006335 -34.6096979980984))","11554","19046",RIVADAVIA AV.,"2202","2300","2201","2299",PRIMERA JUNTA (parcial),AV. RIVADAVIA,AVENIDA,139.38,CRECIENTE,"1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4796638721182 -34.6090592022904,-58.4798160086836 -34.6091395350311,-58.480973482304 -34.6097483250273))","11564","7029","GARCIA, JUAN AGUSTIN","2702","2800","2701","2799",MEDANOS,JUAN AGUSTIN GARCIA,CALLE,142.39,DECRECIENTE,"-1",,Ciclovías,Calzada paralela y adyacente a la vereda noroeste en doble sentido de circulación - Res. 8/SECTRANS/18 en BO 5301 del 24/01/2018,,Construcción Mayo 2018,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA SANTA RITA,VILLA SANTA RITA,VILLA SANTA RITA
"MULTILINESTRING ((-58.3991057006335 -34.6096979980984,-58.4000761227233 -34.6097732241711,-58.4004736139472 -34.6097982890019))","11574","19046",RIVADAVIA AV.,"2302","2400","2301","2399",PRIMERA JUNTA (parcial),AV. RIVADAVIA,AVENIDA,125.97,CRECIENTE,"1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4033260730701 -34.6099736001507,-58.4045770736253 -34.6100414631338))","11634","19046",RIVADAVIA AV.,"2602","2700","2601","2699",PRIMERA JUNTA (parcial),AV. RIVADAVIA,AVENIDA,114.99,CRECIENTE,"1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4045770736253 -34.6100414631338,-58.4046737081113 -34.6087640975946))","11635","3091",CASTELLI,"2","100","1","99",,CASTELLI,CALLE,141.98,DECRECIENTE,"-1",,Ciclovías,Mano izquierda,Calle,Construcción Año 2010 - Datos de Res 67-SSTRANS-2,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.3696157753927 -34.6099835093278,-58.3706572504358 -34.6100588730049))","11649","1046","ALSINA, ADOLFO","202","300","201","299",,ADOLFO ALSINA,CALLE,95.89,DECRECIENTE,"-1",,Ciclovías mano única,,,Construcción Año 2011 - Sentido Oeste-Este,Ciclovía mano única,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.3891756632273 -34.6090778537512,-58.3890531440299 -34.6100785675846))","11654","3122","CEVALLOS, Virrey","2","100","1","99",ZEBALLOS - CEVALLOS,VIRREY CEVALLOS,CALLE,111.58,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2010,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.4045770736253 -34.6100414631338,-58.4055476898854 -34.610095237036,-58.4059686077254 -34.6101198725106))","11665","19046",RIVADAVIA AV.,"2702","2800","2701","2799",PRIMERA JUNTA (parcial),AV. RIVADAVIA,AVENIDA,127.93,CRECIENTE,"1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4616409716783 -34.6095223371258,-58.4618263945643 -34.6096250874209,-58.4626932123415 -34.6100803124188,-58.4628501893926 -34.6101629903027))","11673","21049",TRES ARROYOS,"1702","1800","1701","1799",MONTE EGMONT,TRES ARROYOS,CALLE,131.74,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2016,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA GRAL. MITRE,VILLA GRAL. MITRE,VILLA GRAL. MITRE
"MULTILINESTRING ((-58.3747854578506 -34.6102672927362,-58.3748542159421 -34.6102467789444))","11706","19058","ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.","0","0","0","0",DIAGONAL SUD,AV.PRESIDENTE JULIO A. ROCA,AVENIDA,6.7,CRECIENTE,"1","Inclusión en la Denominación de ""Diagonal Sur"" según Ley 1682 publicada en el Boletín Oficial 2204 del 03/06/2005",Ciclovías mano única,,,Construcción Año 2011 - Sentido Oeste-Este,Ciclovía mano única,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.4085844628068 -34.6103104424789,-58.4088848600029 -34.6103345912418))","11722","19046",RIVADAVIA AV.,"0","0","0","0",PRIMERA JUNTA (parcial),AV. RIVADAVIA,AVENIDA,27.68,CRECIENTE,"1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.3748542159421 -34.6102467789444,-58.3749371310805 -34.6102896565012,-58.374968321052 -34.6103551025003))","11734","19058","ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.","0","0","0","0",DIAGONAL SUD,AV.PRESIDENTE JULIO A. ROCA,AVENIDA,16.77,CRECIENTE,"1","Inclusión en la Denominación de ""Diagonal Sur"" según Ley 1682 publicada en el Boletín Oficial 2204 del 03/06/2005",Ciclovías mano única,,,Construcción Año 2011 - Sentido Oeste-Este,Ciclovía mano única,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.480973482304 -34.6097483250273,-58.4822209292393 -34.6104070907494))","11737","7029","GARCIA, JUAN AGUSTIN","2802","2900","2801","2899",MEDANOS,JUAN AGUSTIN GARCIA,CALLE,135.77,DECRECIENTE,"-1",,Ciclovías,Calzada paralela y adyacente a la vereda noroeste en doble sentido de circulación - Res. 8/SECTRANS/18 en BO 5301 del 24/01/2018,,Construcción Mayo 2018,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA SANTA RITA,VILLA SANTA RITA,VILLA SANTA RITA
"MULTILINESTRING ((-58.4088848600029 -34.6103345912418,-58.409166688488 -34.6103597873801,-58.4099967712462 -34.6104150127693,-58.4103489561368 -34.6104386875777))","11749","19046",RIVADAVIA AV.,"3002","3100","3001","3099",PRIMERA JUNTA (parcial),AV. RIVADAVIA,AVENIDA,134.79,CRECIENTE,"1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.374968321052 -34.6103551025003,-58.3753363339707 -34.6103828335455,-58.3762678248183 -34.6104508264305))","11754","1046","ALSINA, ADOLFO","602","700","601","699",,ADOLFO ALSINA,CALLE,119.67,DECRECIENTE,"-1",,Ciclovías mano única,,,Construcción Año 2011 - Sentido Oeste-Este,Ciclovía mano única,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.4103489561368 -34.6104386875777,-58.4117357191031 -34.6105387899681))","11777","19046",RIVADAVIA AV.,"3102","3200","3101","3199",PRIMERA JUNTA (parcial),AV. RIVADAVIA,AVENIDA,127.68,CRECIENTE,"1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.3762678248183 -34.6104508264305,-58.3765136221664 -34.6104687482403,-58.3775160679793 -34.6105348806141,-58.3777023348409 -34.6105463496208))","11785","1046","ALSINA, ADOLFO","702","800","701","799",,ADOLFO ALSINA,CALLE,132,DECRECIENTE,"-1",,Ciclovías mano única,,,Construcción Año 2011 - Sentido Oeste-Este,Ciclovía mano única,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.4665611145229 -34.61061605241,-58.4666915962352 -34.6104389337296,-58.4671120819547 -34.6098922235897))","11793","12040","LAMAS, ANDRES","1602","1690","1601","1689",,ANDRES LAMAS,CALLE,94.88,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2016,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA GRAL. MITRE,VILLA GRAL. MITRE,VILLA GRAL. MITRE
"MULTILINESTRING ((-58.4117357191031 -34.6105387899681,-58.413102896023 -34.6106372487984))","11801","19046",RIVADAVIA AV.,"3202","3300","3201","3299",PRIMERA JUNTA (parcial),AV. RIVADAVIA,AVENIDA,125.88,CRECIENTE,"1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4822209292393 -34.6104070907494,-58.482725484607 -34.6106731418891))","11808","7029","GARCIA, JUAN AGUSTIN","2902","2928","2901","2927",MEDANOS,JUAN AGUSTIN GARCIA,CALLE,54.89,DECRECIENTE,"-1",,Ciclovías,Calzada paralela y adyacente a la vereda noroeste en doble sentido de circulación - Res. 8/SECTRANS/18 en BO 5301 del 24/01/2018,,Construcción Mayo 2018,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA SANTA RITA,VILLA SANTA RITA,VILLA SANTA RITA
"MULTILINESTRING ((-58.4357000812774 -34.6102963500645,-58.4365023235097 -34.6106330124229,-58.4366738443848 -34.6107040368681))","11819","13069","JAURETCHE, ARTURO","202","246","201","245",MENDEZ DE ANDES,ARTURO JAURETCHE,CALLE,100.11,DECRECIENTE,"-1",,Ciclovías Proyectadas,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación",,Según Resolución N.° 31/SECTRANS/19 en BO 5558 del 13/02/2019,Ciclovía proyectada,VÍA LOCAL,,"6","6","6",CABALLITO,CABALLITO,CABALLITO
"MULTILINESTRING ((-58.4747226496378 -34.6107304924327,-58.475523408912 -34.6097251192128))","11830","1125","ARTIGAS, JOSE GERVASIO, GRAL.","1802","1900","1801","1899",SUDAMERICA,GRAL. JOSE GERVASIO ARTIGAS,CALLE,133.54,CRECIENTE,"1",,Ciclovías,,,Construcción Marzo 2017,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA GRAL. MITRE,VILLA GRAL. MITRE,VILLA GRAL. MITRE
"MULTILINESTRING ((-58.3806548523651 -34.6096043585255,-58.3805971805196 -34.6107298276007))","11841","9019","IRIGOYEN, BERNARDO de","102","200","101","199",DEL BUEN ORDEN,BERNARDO DE IRIGOYEN,CALLE,124.97,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.4555777982782 -34.6107952202761,-58.4556627295055 -34.6106746605807))","11853","6049",FRAGATA Pres. SARMIENTO,"0","0","0","0",PARAMARIBO,FRAGATA Pres. SARMIENTO,CALLE,15.48,CRECIENTE,"1",,Ciclovías,Calzada paralela y adyacente a la vereda suroeste en doble sentido de circulación - Res. 8/SECTRANS/18 en BO 5301 del 24/01/2018,,Construcción Marzo 2018,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"6","6","6",CABALLITO,CABALLITO,CABALLITO
"MULTILINESTRING ((-58.4383566538774 -34.610436642352,-58.4390711091246 -34.6107145366331,-58.4393019960492 -34.6107986679297))","11854","23081","VALLESE, FELIPE","302","400","301","399",TRANWAY - CANALEJAS,FELIPE VALLESE,CALLE,95.56,CRECIENTE,"1",,Ciclovías Proyectadas,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación",,Según Resolución N.° 31/SECTRANS/19 en BO 5558 del 13/02/2019,Ciclovía proyectada,VÍA LOCAL,,"6","6","6",CABALLITO,CABALLITO,CABALLITO
"MULTILINESTRING ((-58.482725484607 -34.6106731418891,-58.4829769541041 -34.6108052160849))","11858","7029","GARCIA, JUAN AGUSTIN","2930","2954","2929","2953",MEDANOS,JUAN AGUSTIN GARCIA,CALLE,27.33,DECRECIENTE,"-1",,Ciclovías,Calzada paralela y adyacente a la vereda noroeste en doble sentido de circulación - Res. 8/SECTRANS/18 en BO 5301 del 24/01/2018,,Construcción Mayo 2018,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA SANTA RITA,VILLA SANTA RITA,VILLA SANTA RITA
"MULTILINESTRING ((-58.3805971805196 -34.6107298276007,-58.3810486589821 -34.6107640167772))","11860","1046","ALSINA, ADOLFO","1002","1040","1001","1039",,ADOLFO ALSINA,CALLE,41.58,DECRECIENTE,"-1",,Ciclovías mano única,,,Construcción Año 2011 - Sentido Oeste-Este,Ciclovía mano única,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.415825590649 -34.6108339046899,-58.4157960828063 -34.6107493850084,-58.4159534514839 -34.6094623157893))","11872","2082",BILLINGHURST,"2","100","1","99",,BILLINGHURST,CALLE,153.27,CRECIENTE,"1",,Ciclovías,Mano izquierda,Calle,Construcción Año 2011 - Datos de Res 67-SSTRANS-2,Ciclovía,VÍA LOCAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
"MULTILINESTRING ((-58.4628501893926 -34.6101629903027,-58.4644141850209 -34.6109869410838))","11907","21049",TRES ARROYOS,"1802","1900","1801","1899",MONTE EGMONT,TRES ARROYOS,CALLE,170.1,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2016,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA GRAL. MITRE,VILLA GRAL. MITRE,VILLA GRAL. MITRE
"MULTILINESTRING ((-58.3833673333374 -34.6109219582011,-58.3848197590872 -34.6110042402559))","11917","1046","ALSINA, ADOLFO","1202","1300","1201","1299",,ADOLFO ALSINA,CALLE,133.53,DECRECIENTE,"-1",,Ciclovías mano única,,,Construcción Año 2011 - Sentido Oeste-Este,Ciclovía mano única,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.4173420854312 -34.6109415995048,-58.41753414964 -34.6109549817436,-58.4181691972746 -34.6109986696058,-58.4184750518066 -34.6110213178808))","11919","19046",RIVADAVIA AV.,"3602","3700","3601","3699",PRIMERA JUNTA (parcial),AV. RIVADAVIA,AVENIDA,104.29,CRECIENTE,"1",,Carriles Preferenciales,,,,Carril preferencial,VÍA DISTRIBUIDORA PRINCIPAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
"MULTILINESTRING ((-58.483227657697 -34.61093679692,-58.4835149923988 -34.611087526365))","11931","7029","GARCIA, JUAN AGUSTIN","2984","3000","2983","2999",MEDANOS,JUAN AGUSTIN GARCIA,CALLE,31.21,DECRECIENTE,"-1",,Ciclovías,Calzada paralela y adyacente a la vereda noroeste en doble sentido de circulación - Res. 8/SECTRANS/18 en BO 5301 del 24/01/2018,,Construcción Mayo 2018,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA SANTA RITA,VILLA SANTA RITA,VILLA SANTA RITA
"MULTILINESTRING ((-58.4716063062787 -34.6105104596714,-58.4727417624413 -34.6111090472958))","11935","4072","DIAZ, CESAR, GRAL.","2302","2400","2301","2399",SAN JULIAN,GRAL. CESAR DIAZ,CALLE,123.52,DECRECIENTE,"-1",,Ciclovías,,,Construcción Marzo 2017,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA GRAL. MITRE,VILLA GRAL. MITRE,VILLA GRAL. MITRE
"MULTILINESTRING ((-58.3848197590872 -34.6110042402559,-58.3849717899737 -34.611012859198,-58.3858495570442 -34.611072997845,-58.3861579650492 -34.6110883342875))","11937","1046","ALSINA, ADOLFO","1302","1400","1301","1399",,ADOLFO ALSINA,CALLE,123.1,DECRECIENTE,"-1",,Ciclovías mano única,,,Construcción Año 2011 - Sentido Oeste-Este,Ciclovía mano única,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.3682023439034 -34.6111002375338,-58.3686233164596 -34.6111463401959,-58.3692237681364 -34.611172429748))","11961","13126",MORENO,"102","200","101","199",,MORENO,CALLE,94.1,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2010,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.4366738443848 -34.6107040368681,-58.438093884946 -34.6112920226237))","11991","13069","JAURETCHE, ARTURO","248","300","247","299",MENDEZ DE ANDES,ARTURO JAURETCHE,CALLE,145.67,DECRECIENTE,"-1",,Ciclovías Proyectadas,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación",,Según Resolución N.° 31/SECTRANS/19 en BO 5558 del 13/02/2019,Ciclovía proyectada,VÍA LOCAL,,"6","6","6",CABALLITO,CABALLITO,CABALLITO
"MULTILINESTRING ((-58.3874820272835 -34.611180362706,-58.3889428732769 -34.6112859815055))","12002","1046","ALSINA, ADOLFO","1502","1600","1501","1599",,ADOLFO ALSINA,CALLE,134.5,DECRECIENTE,"-1",,Ciclovías mano única,,,Construcción Año 2011 - Sentido Oeste-Este,Ciclovía mano única,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.3889428732769 -34.6112859815055,-58.3903674401968 -34.6113889554629))","12029","1046","ALSINA, ADOLFO","1602","1700","1601","1699",,ADOLFO ALSINA,CALLE,131.16,DECRECIENTE,"-1",,Ciclovías,Mano izquierda,Calle,Construcción Año 2011 - Datos de Res 67-SSTRANS-2,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.4334500074264 -34.6114878084735,-58.4337504840787 -34.6108392812086))","12054","16040",OTAMENDI,"462","500","461","499",5 DE FEBRERO,OTAMENDI,CALLE,77.04,DECRECIENTE,"-1",corrección numeración 5-2,Ciclovías,,,Construcción Año 2011,Ciclovía,VÍA LOCAL,,"6","6","6",CABALLITO,CABALLITO,CABALLITO
"MULTILINESTRING ((-58.3917979672137 -34.611498676934,-58.3920923977434 -34.6115271593734,-58.3931404389317 -34.6115924153203,-58.3933069505877 -34.6116024406722))","12088","1046","ALSINA, ADOLFO","1802","1900","1801","1899",,ADOLFO ALSINA,CALLE,138.9,DECRECIENTE,"-1",,Ciclovías,Mano izquierda,Calle,Construcción Año 2010 - Datos de Res 67-SSTRANS-2,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4650775424624 -34.6113364450569,-58.4651996866946 -34.6114007398702,-58.4657449088722 -34.6116896073443))","12112","21049",TRES ARROYOS,"1952","2000","1951","1999",MONTE EGMONT,TRES ARROYOS,CALLE,72.68,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2016,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA GRAL. MITRE,VILLA GRAL. MITRE,VILLA GRAL. MITRE
"MULTILINESTRING ((-58.3933069505877 -34.6116024406722,-58.3945154600271 -34.6116753824986,-58.3947719983205 -34.6116919355345))","12120","1046","ALSINA, ADOLFO","1902","2000","1901","1999",,ADOLFO ALSINA,CALLE,134.74,DECRECIENTE,"-1",,Ciclovías,Mano izquierda,Calle,Construcción Año 2010 - Datos de Res 67-SSTRANS-2,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4739244259475 -34.6117326205309,-58.4747226496378 -34.6107304924327))","12130","1125","ARTIGAS, JOSE GERVASIO, GRAL.","1702","1800","1701","1799",SUDAMERICA,GRAL. JOSE GERVASIO ARTIGAS,CALLE,133.11,CRECIENTE,"1",,Ciclovías,,,Construcción Marzo 2017,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA GRAL. MITRE,VILLA GRAL. MITRE,VILLA GRAL. MITRE
"MULTILINESTRING ((-58.3682023439034 -34.6111002375338,-58.3680231621488 -34.6117463034317))","12141","1149",AZOPARDO,"302","350","301","349",,AZOPARDO,CALLE,73.53,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2010,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.3805971805196 -34.6107298276007,-58.3805871056462 -34.6109259501583,-58.3805434484849 -34.6118318480969))","12156","9019","IRIGOYEN, BERNARDO de","202","300","201","299",DEL BUEN ORDEN,BERNARDO DE IRIGOYEN,CALLE,122.35,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"1","1","1",MONSERRAT,MONSERRAT,MONSERRAT
"MULTILINESTRING ((-58.415825590649 -34.6108339046899,-58.4153371049044 -34.611875629162))","12162","12114",LINIERS VIRREY,"2","100","1","99",LINIERS,VIRREY LINIERS,CALLE,123.95,DECRECIENTE,"-1",,Ciclovías,Mano izquierda,Calle,Construcción Año 2011 - Datos de Res 67-SSTRANS-20,Ciclovía,VÍA LOCAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
"MULTILINESTRING ((-58.397439246556 -34.6118723506118,-58.3976200638368 -34.6118889271823,-58.3989659550731 -34.6119832371206))","12187","1046","ALSINA, ADOLFO","2202","2300","2201","2299",,ADOLFO ALSINA,CALLE,140.58,DECRECIENTE,"-1",,Ciclovías,Mano izquierda,Calle,Construcción Año 2010 - Datos de Res 67-SSTRANS-2,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.3989659550731 -34.6119832371206,-58.3992114216751 -34.6120004792177,-58.4003197672193 -34.6120823250971))","12224","1046","ALSINA, ADOLFO","2302","2400","2301","2399",,ADOLFO ALSINA,CALLE,124.66,DECRECIENTE,"-1",,Ciclovías,Mano izquierda,Calle,Construcción Año 2010 - Datos de Res 67-SSTRANS-2,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"3","3","3",BALVANERA,BALVANERA,BALVANERA
"MULTILINESTRING ((-58.4255760088056 -34.6121303549068,-58.425802993095 -34.6117795046495,-58.4258560214137 -34.6114819816908,-58.4259263395629 -34.610995588175))","12239","19016",RAWSON,"68","170","67","169",,RAWSON,CALLE,131.85,DECRECIENTE,"-1",,Ciclovías Proyectadas,"Por calzada paralela y adyacente a la vereda este, en doble sentido de circulación",,Según Resolución 593/SECTRANS/19 del BO 5757 del 09/12/2019 - Bicisenda de convivenciasobre la vereda en un sentido de circulación,Ciclovía proyectada,VÍA LOCAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
"MULTILINESTRING ((-58.4153371049044 -34.611875629162,-58.4167773315577 -34.6122311916337))","12255","4084",DON BOSCO,"3502","3600","3501","3599",ADOLFO BERRO - SAN CARLOS,DON BOSCO,CALLE,137.86,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2014,Ciclovía,VÍA LOCAL,,"5","5","5",ALMAGRO,ALMAGRO,ALMAGRO
"MULTILINESTRING ((-58.4422730589265 -34.6119131962315,-58.4424680210636 -34.6119879278006,-58.4432808742493 -34.6123022230679))","12276","23081","VALLESE, FELIPE","602","700","601","699",TRANWAY - CANALEJAS,FELIPE VALLESE,CALLE,102.0119866508,CRECIENTE,"1",Redigitalización en Enero 2019 según agregado de ejes en Av Honorio Pueyrredón por el boulevard,Ciclovías Proyectadas,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación",,Según Resolución N.° 31/SECTRANS/19 en BO 5558 del 13/02/2019,Ciclovía proyectada,VÍA LOCAL,,"6","6","6",CABALLITO,CABALLITO,CABALLITO
"MULTILINESTRING ((-58.4847789197458 -34.6117509814221,-58.4860377558075 -34.6124116777416))","12305","7029","GARCIA, JUAN AGUSTIN","3102","3200","3101","3199",MEDANOS,JUAN AGUSTIN GARCIA,CALLE,136.76,DECRECIENTE,"-1",,Ciclovías,Calzada paralela y adyacente a la vereda noroeste en doble sentido de circulación - Res. 8/SECTRANS/18 en BO 5301 del 24/01/2018,,Construcción Mayo 2018,Ciclovía,VÍA LOCAL,,"11","11","11",VILLA SANTA RITA,VILLA SANTA RITA,VILLA SANTA RITA
